title,date,push,boo,score,url,body
[新聞] 緯創林憲銘：AI有10倍成長　籲政府思考電,Sat May 30 00:28:35 2026,144,20,124,https://www.ptt.cc/bbs/Stock/M.1780072119.A.F7C.html,作者GoToCHT (貳肆壹貳)看板Stock標題[新聞] 緯創林憲銘：AI有10倍成長 籲政府思考電時間Sat May 30 00:28:35 2026 緯創林憲銘：AI有10倍成長 籲政府思考電力需求曲線 https://www.cna.com.tw/news/afe/202605290185.aspx 記者吳家豪 緯創董事長林憲銘說，人工智慧（AI）產業規模未來還有10倍以上的成長空間，沒有泡沫 化疑慮；他表示，台灣電力供應已影響緯創在北部布局，第2座算力中心改為設在台南沙 崙，呼籲政府應該重新思考電力需求曲線。 緯創今天召開股東常會，林憲銘接受媒體採訪指出，儘管近期股市飆漲，但多數大型權值 股的本益比並不高，例如台積電先前的本益比不到20。台灣產業的體質良好且具備不可或 缺的影響力，目前的發展反映出台灣的經濟實力已獲得市場認可，並非單純的股市過熱。 他說，輝達（NVIDIA）執行長黃仁勳看好AI未來有10倍的成長，企業不使用AI將面臨問題 ，目前沒有泡沫化的疑慮。台灣在AI應用面已經開始啟動，尤其是金融業在客服與信用審 查上的導入速度特別明顯。 隨著AI應用逐漸普及，林憲銘認為
[新聞] 砸230萬買半導體股竟忘記10年！女星看「,Sat May 30 01:01:07 2026,34,3,31,https://www.ptt.cc/bbs/Stock/M.1780074069.A.62E.html,作者icedog122 (冰狗)看板Stock標題[新聞] 砸230萬買半導體股竟忘記10年！女星看「時間Sat May 30 01:01:07 2026 原文標題：砸230萬買半導體股竟忘記10年！ 女星看「飆7062.30%漲幅」徹底嚇傻 原文連結：https://news.tvbs.com.tw/entertainment/3214403# 發布時間：2026/05/27 09:43 記者署名：陳建嘉 報導 原文內容： 韓國「國民女團」SISTAR 出身的韶宥（姜知賢），不僅歌唱實力備受肯定，私底下的精 明理財頭腦更讓她被封為演藝圈的「理財女王」。近日她登上 YouTube 節目《?? ??》 時，大方公開一項驚人的投資紀錄，透露自己 10 年前曾無心插柳買入半導體股票，近期 一查之下，報酬率竟高達 7062.30%，讓她本人也當場看傻眼。 忘記股票的存在！「無腦長抱」意外收穫 70 倍獲利 韶宥在節目中坦言，自己對短線操作並不擅長，十年前當時投入了約 1 億韓元（約台幣 230 萬元）購入三星電子與 SK 海力士等半導體龍頭股，之後便完全將這些股票「拋諸 腦後」。直到近期母親提
[情報] 0529 上市外資買賣超排行,Fri May 29 16:24:33 2026,141,6,135,https://www.ptt.cc/bbs/Stock/M.1780043076.A.358.html,"作者paidzou ()看板Stock標題[情報] 0529 上市外資買賣超排行時間Fri May 29 16:24:33 2026 1. 標題：0529 上市外資買賣超排行 2. 來源：TWSE 3. 網址：https://www.twse.com.tw/zh/trading/foreign/twt38u.html 4. 內文： 買超排行 證券代號 證券名稱 買超張數 3481 群創 163,249 00403A 主動統一升級50 112,163 2317 鴻海 80,338 2324 仁寶 77,121 2409 友達 66,341 1303 南亞 59,319 2344 華邦電 53,583 1402 遠東新 37,671 1326 台化 30,567 2610 華航 29,401 2313 華通 28,289 2881 富邦金 26,713 1605 華新 25,368 00999A 主動野村臺灣高息 24,028 00992A 主動群益科技創新 23,663 00878 國泰永續高股息 20,982 0056 元大高股息 20,836 3706 神達 19,912 2408 "
[新聞] DDR4下半年暴缺20％！大摩認錯記憶體 南亞科8字頭、華邦電264元看得到？旺宏、力積電、愛普...5大廠目標價完整看,Fri May 29 16:42:12 2026,105,9,96,https://www.ptt.cc/bbs/Stock/M.1780044135.A.6E3.html,作者ShaoJi (洨雞)看板Stock標題[新聞] DDR4下半年暴缺20％！大摩認錯記憶體 南亞科8字頭、華邦電264元看得到？旺宏、力積電、愛普...5大廠目標價完整看時間Fri May 29 16:42:12 2026 DDR4下半年暴缺20％！大摩認錯記憶體 南亞科8字頭、華邦電264元看得到？旺宏、力積電、愛普...5大廠目標價完整看 13:302026-05-29 旺得富理財網 李宗莉 https://share.google/V7Y1NPEZUUVJMCj6s 大摩認錯記憶體股，最新產業報告出爐，除華邦電(2344)、南亞科(2408)等DRAM雙雄價評雙 大摩昨（28）日出具大中華區記憶體產業報告，以「傳統記憶體前方有意外驚喜(Old Memor 該外資原估，DDR4供需缺口可能在2026年下半年縮小，但本次卻大幅修正看法，認為受美光 華邦電今年賺逾2股本 大摩預期，美光將設備由台灣移往美國，將使未來2~4季度記憶體供給減少，同一時間，SK海力士為支援支援DDR5後段產能，無錫廠DDR4/LPDDR4產能也將進一步減少。 此外，大摩認為SiCap和SLC NAND是新
Re: [新聞] DDR4下半年暴缺20％！大摩認錯記憶體 南亞科8字頭、華邦,Fri May 29 17:16:48 2026,13,4,9,https://www.ptt.cc/bbs/Stock/M.1780046210.A.19D.html,作者win8719 (win8719)看板Stock標題Re: [新聞] DDR4下半年暴缺20％！大摩認錯記憶體 南亞科8字頭、華邦時間Fri May 29 17:16:48 2026 上次大摩報告我就說華邦電單獨看DDR4就有問題了 現在又突然知道他有NOR跟SLC了真厲害的大摩 然後直接估一年後的狀況在當利空~反正現在估半年以上的狀況 我全當小說在看 其實我看不懂這篇文內容的估價邏輯 內文寫了一堆EPS 預測 然後最後用淨值來估的他股價? 所以你內文一堆廢話預測EPS幹嗎? 兩個是不一樣的東西啊 這個邏輯的報告也可以出來? 我真的看不懂他估價的邏輯了 ※ 引述《ShaoJi (洨雞)》之銘言： : DDR4下半年暴缺20％！大摩認錯記憶體 南亞科8字頭、華邦電264元看得到？旺宏、力積電、愛普...5大廠目標價完整看 : 13:302026-05-29 : 旺得富理財網 李宗莉 : https://share.google/V7Y1NPEZUUVJMCj6s : 大摩認錯記憶體股，最新產業報告出爐，除華邦電(2344)、南亞科(2408)等DRAM雙雄價評雙 : 大摩昨（28）日
[標的] 台指期 應該算空  會輸喔,Fri May 29 17:59:33 2026,23,2,21,https://www.ptt.cc/bbs/Stock/M.1780048775.A.BC3.html,作者goye (跳跳Orange)看板Stock標題[標的] 台指期 應該算空 會輸喔時間Fri May 29 17:59:33 2026 標的：台指期 分類：算空吧 分析/正文： 又一篇 這回也不用救什麼鬼 也沒部位大概要被刪文 那就刪吧 在這除了嘴砲跟反串是閒聊最好玩的東西 上一次是主動對幹被動 被動勝出 這次要來一場被動主動換防且增援 這次把程式關了又開騙她說我有買買買一直買 可實際上沒有拉 所以就剩下抵達目標 賣出 未達目標觸發移動停利 賣出 還有那種今天快收盤才進場的 就等停損 賣出 同時有加載反手策略 會再賣出 這下就賣出兩倍的量了 到底是空軍的最後救贖還是壓垮空軍的稻草就看下去 油價開始跌了 美伊延長停戰了 融資快6000億 畢業文浮出水面 長年不碰股票的朋友已貸款進場5月初的那批 恐慌 恐慌 太恐慌了 45K放空驕傲不只一輩子 https://i.verb.tw/9eVrCXTx.jpg 擷圖有點小 反正不重要就大概型態差不會太多 怎麼可能開盤-1000以上一次觸發 進退場機制 止利: 進場後大概抓800-1800點不等看條件屬性 止損: 進場後大概抓200- 300點
[請益] 股市大漲，何時獲利了結？,Fri May 29 18:04:06 2026,277,39,238,https://www.ptt.cc/bbs/Stock/M.1780049048.A.FCC.html,"作者foxher (狐狸)看板Stock標題[請益] 股市大漲，何時獲利了結？時間Fri May 29 18:04:06 2026 從去年5月到現在，我獲利率約60%，昨日已出清了所有持股部位。 出清的原因是 1.獲利已大幅超過原訂目標30%（很保守，我知道） 2.我覺得股市快要修正了，我怕人踩人賣不掉。 我無法時刻盯盤，賣掉獲利入袋等修正比較安心。 想請益各位前輩都是如何應對高點焦慮？ 如何看待這一波台股歷史高峰？ 認真請教，請鞭小力一點。 ---- Sent from BePTT on my Google Pixel 10 Pro -- 賣飛了也是我自己應該承擔 閒錢投資，並非壓身家，個人是輕鬆以對。 只是想請教大家的想法，大家討論一下看法，沒有別的意思。 感謝各位前輩指教 ※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 125.228.145.113 (臺灣) ※ 文章網址: https://www.ptt.cc/bbs/Stock/M.1780049048.A.FCC.html → tonydaby21 : 賣飛了05/29 18:04 推 lightbringer: 會"
[情報] 0529 上市櫃外資投信買超金額排行,Fri May 29 18:13:36 2026,4,0,4,https://www.ptt.cc/bbs/Stock/M.1780049618.A.0AC.html,"作者steveisaman (who is the man)看板Stock標題[情報] 0529 上市櫃外資投信買超金額排行時間Fri May 29 18:13:36 2026 外資 排行 股票名稱 收盤價 漲跌 買超(百萬) 1 2330台積電 2355 +60 31,295 2 2317鴻海 289 +26 22,755 3 2344華邦電 158 +14 8,393 4 3481群創 51 +4.6 8,158 5 2313華通 284.5 +25.5 7,864 6 2408南亞科 347 +23 6,740 7 1303南亞 98.1 +7.6 5,731 8 2357華碩 761 +69 4,511 9 2449京元電子 328.5 +8.5 3,647 10 6669緯穎 5445 +495 3,375 資料來源：https://reurl.cc/3klr9V 投信 排行 股票名稱 收盤價 漲跌 買超(百萬) 1 2382廣達 339 +30.5 5,121 2 2603長榮 213 +2 2,571 3 6531愛普* 1190 +95 2,281 4 2317鴻海 2"
"[情報] 2323 中環 買華星光,賣鴻海:賺,京元電:賠",Fri May 29 18:22:11 2026,15,1,14,https://www.ptt.cc/bbs/Stock/M.1780050133.A.042.html,"作者q1a1 (一問一答)看板Stock標題[情報] 2323 中環 買華星光,賣鴻海:賺,京元電:賠時間Fri May 29 18:22:11 2026 1. 標題： 2323 中環 買華星光，賣鴻海(賺)、京元電子(賠) 2. 來源：公開資訊觀測站 3. 網址：https://mops.twse.com.tw/mops/#/web/home 4. 內文： ---公告本公司取得有價證券--- 1.證券名稱: 華星光 普通股 2.交易日期:115/4/14~115/5/29 3.董事會通過日期: 不適用 4.其他核決日期: 核決層級:董事長核決 民國115年05月29日 5.交易數量、每單位價格及交易總金額: 交易數量(仟股):500 每單位價格(元):650.17 交易總金額(元):325,083,649 6.處分利益（或損失）（取得有價證券者不適用）: 不適用 7.與交易標的公司之關係: 無 8.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 持有餘額:290,000股、金額:192,916,927元 持股比例:0.21%、權利受"
[情報] 5/29  台股主動ETF買賣超,Fri May 29 18:47:37 2026,51,3,48,https://www.ptt.cc/bbs/Stock/M.1780051659.A.979.html,"作者truthloser88 (CfdGod)看板Stock標題[情報] 5/29 台股主動ETF買賣超時間Fri May 29 18:47:37 2026 1.標題：主動ETF持股買賣超 (5/29) 2.來源：股格精奇 3.網址：https://stoxgauge.com/ 4.內文： 5/29 台股主動ETF買超前十名 代碼 名稱 買超金額(萬) 漲跌幅% 主要來源 2317 鴻海 210,392 9.89% 00981A 2059 川湖 87,625 7.77% 00991A 2382 廣達 86,411 9.89% 00981A 6669 緯穎 74,597 10.00% 00981A 2308 台達電 74,084 2.30% 00403A 6274 台燿 68,952 9.74% 00981A 3017 奇鋐 68,757 3.29% 00992A 7769 鴻勁 56,994 7.27% 00403A 4966 譜瑞-KY 50,540 - 1.30% 00981A 2383 台光電 50,176 1.29% 00992A --------------------- 5"
Re: [新聞] 張國煒:如果航空公司好賺 黃仁勳也可以來,Fri May 29 19:05:07 2026,61,1,60,https://www.ptt.cc/bbs/Stock/M.1780052709.A.919.html,"作者class21125 (河童)看板Stock標題Re: [新聞] 張國煒:如果航空公司好賺 黃仁勳也可以來時間Fri May 29 19:05:07 2026 航空業難做，沒人否認；但星宇從一開始就主打精品、高端、夢想，現在遇到待遇、財務 、飛安被質疑，又要大家把你當創業小白，這就很怪 更怪的是拿老黃出來推卸責任 黃仁勳是移民到美國後，靠工程、技術、產品判斷和幾十年產業押注，把 Nvidia 做起來 的人。人家不是靠家族遺產，也不是靠老爸留下來的資源玩夢想 你說航空業好賺，黃仁勳也可以來開；那 Nvidia 那麼好賺，你怎麼不拿遺產去開一家？ 問題就在這裡。張國煒一直想被看成創業者，但張國煒有家族資源、甚至現在還在爭老爸 留下來的財產；如果最後真的拿到更多錢，也不代表星宇就會變健康 航空公司不是靠遺產補洞就會飛黃騰達耶 待遇、財務、訓練、維修、排班、飛安，哪一項不是長期基本功？ 真正的慣老闆，就是把自己的夢想講成大家的使命，把公司的壓力變成別人的共體時艱。 遺產再多，也補不完經營信任的洞 -- ※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 45.144.227.57 (臺灣"
[標的] 新巨 2420,Fri May 29 19:08:38 2026,13,1,12,https://www.ptt.cc/bbs/Stock/M.1780052922.A.5B8.html,"作者Qoo20811 (冠宇哥)看板Stock標題[標的] 新巨 2420時間Fri May 29 19:08:38 2026 標的：新巨 2420 分類：多 分析/正文： 近期把主要庫存整合完畢開始建倉高殖利率又跟AI有沾到關係的股票 未來AI擴產 除了記憶體以外 電源供應相關組件相信也會水漲船高 畢竟使用AI需要TOKEN 要增加TOKEN就要增加算力 有算力也需要電力供應 雖說這方面已經有其他廠商在供給 但個人想找一些更能長放的來長期投資 再加上該公司有高階客製化的能力且近期也拿到醫療安規認證的證書 AI未來不只存在科技相關個人認為還會往醫療方面進一步延伸 且新巨的籌碼穩定 雖然量不大但殖利率高 每年配息也不錯 公司經營層長期來看都是穩定並無投機而是專心於本業 拿來長期持有個人認為是還不錯的標的 因此想分享給大家 進退場機制： 長期看高機率破百 但因長期持有 先不預設退場機制 目前預設先以定期定額一個月一張為主 畢竟主力金額還要打在0050 XDD https://i.imgur.com/IRXvVuA.png -- ※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 123."
[新聞] 破9％！主計總處上修今年GDP至9.64％ 創1,Fri May 29 19:35:30 2026,121,9,112,https://www.ptt.cc/bbs/Stock/M.1780054532.A.180.html,作者makoto1982 (誠)看板Stock標題[新聞] 破9％！主計總處上修今年GDP至9.64％ 創1時間Fri May 29 19:35:30 2026 文章標題 請使用 原新聞標題 勿刪減或自創標題，違者4-1處分 原文標題：破9％！主計總處上修今年GDP至9.64％ 創16年新高 原文連結：https://ec.ltn.com.tw/article/breakingnews/5454080 發布時間： 2026/05/29 16:32 記者署名：鄭琪芳 原文內容： 主計總處今公布第1季GDP初步統計14.55%、為近48年新高，較4月概估上修0.86個百分點 ；預測今年經濟成長率9.64%、創16年新高，較2月預測上修1.93個百分點，主因AI需求超 乎預期，商品出口上修1114億美元。行政院主計長陳淑姿表示，在去年GDP成長8.76%高基 期下，今年GDP維持高成長，「國內經濟成長力道非常強」。 根據主計總處資料，今年第1季GDP初步統計14.55％，較4月概估數13.69％上修0.86個百 分點；預測今年經濟成長率9.64％，較2月預測數7.71％上修1.93個百分點，
[情報] 6442 光聖 4月自結 2.32,Fri May 29 19:57:43 2026,27,2,25,https://www.ptt.cc/bbs/Stock/M.1780055865.A.A2D.html,作者Yeeha1688 (YEEYEEHAHA)看板Stock標題[情報] 6442 光聖 4月自結 2.32時間Fri May 29 19:57:43 2026 標題： 6442 光聖 4月自結 2.32 來源： 公開資訊觀測站 網址： https://mopsov.twse.com.tw/mops/web/t146sb05 內文： 本資料由 (上市公司) 6442 光聖 公司提供 序號 1 發言日期 115/05/29 發言時間 14:29:04 發言人 莊國安 發言人職稱 處長 發言人電話 (02)2808-6333 #8668 主旨 本公司有價證券於集中交易市場達公布注意交易資訊標準 故公布相關財務業務等重大訊息，以利投資人區別瞭解 符合條款 第 51 款 事實發生日 115/05/29 說明 1.事實發生日:115/05/29 2.發生緣由:依臺灣證券交易所股份有限公司通知辦理公告 3.財務業務資訊: 期間 (月) (季) (最近四季累計) ============== ==================== ====================== =========
